0	07857852	0000001	3993630	5
0	07860977	0000001	3181660	5
0	07862420	0000001	1582548	5
0	07866986	0000001	5208994	5
0	07870390	0000001	0481270	6
0	07871614	0000001	1374253	6
0	07872913	0000001	4068998	6
0	07874293	0000001	2778745	6
0	07877177	0000001	3584891	6
0	07949381	0000001	3181660	3
2	21455967	0000001	2330216	5
2	21462973	0000001	1857652	6
2	21464689	0000001	1129986	6
2	21472493	0000001	4483813	5
2	21475362	0000001	4921394	5
2	25260860	0000001	0644321	4
2	45818191	0000001	3181660	4
2	45822793	0000001	3181660	3
2	45837672	0000001	3181660	3
2	50868605	0000001	3181660	4
2	51006678	0000001	3181660	3
2	51035834	0000001	3181660	3
2	51159394	0000001	3181660	3
2	51172635	0000001	3181660	3
2	51181737	0000001	3181660	3
3	25900041	0000001	3181660	4
3	25903109	0000001	3181660	3
3	25956465	0000001	3181660	4
3	25959006	0000001	3181660	3
3	26385447	0000001	4966471	5
3	26386914	0000001	4242568	5
3	26390396	0000001	1035238	5
3	26391770	0000001	4419877	5
3	26486200	0000001	3181660	4
3	31940978	0000001	3181660	4
3	36363253	0000001	1837130	3
3	36377887	0000001	1837130	3
3	42462435	0000001	3181660	4
3	47988055	0000001	3181660	4
3	48040676	0000001	3181660	4
3	48442967	0000001	3181660	4
3	54485888	0000001	3215549	5
3	54487674	0000001	1228498	5
3	85763773	0000001	3181660	4
4	11882035	0000001	3181660	4
4	14275491	0000001	0462751	3
4	14285632	0000001	0462751	3
4	14296901	0000001	0462751	3
4	43187060	0000001	5397591	5
4	43191509	0000001	5153081	5
5	24887993	0000001	2609785	5
5	24889470	0000001	4231085	5
5	31326834	0000001	4231085	5
5	31830741	0000001	0709601	5
5	62804556	0000001	2839597	5
5	62819642	0000001	2004060	5
6	78754377	0000001	2361124	5
6	78757003	0000001	0365938	5
6	78758507	0000001	0602291	5
6	85071147	0000001	2361124	4
6	85075940	0000001	2361124	3
6	85122303	0000001	2361124	3
6	85149708	0000001	4765464	5
6	85152809	0000001	3631130	6
6	85159593	0000001	2884453	6
6	85160894	0000001	4259962	6
6	85171811	0000001	2480094	6
6	85173039	0000001	5507908	6
7	59378998	0000001	0768990	5
7	59381113	0000001	1246160	6
7	59384126	0000001	0803473	5
7	59385525	0000001	0011673	5
7	79137394	0000001	0000001	3
9	04232950	0000001	4195799	4
9	04299372	0000001	2361124	4
9	04309945	0000001	4195799	3
9	04372959	0000001	4195799	3
9	09190003	0000001	2361124	4
9	12948615	0000001	2798036	4
9	12951109	0000001	2798036	3
9	12993608	0000001	2361124	4
9	17405058	0000001	2361124	4
9	60784135	0000001	2361124	4
9	60907174	0000001	4773415	3
9	60919471	0000001	4773415	5
9	60920039	0000001	4710580	5
9	60921375	0000001	1022665	5
9	60922603	0000001	4217938	5
9	60924275	0000001	1497826	6
9	85878133	0000001	2361124	4
0	18591583	0000002	4130645	6
0	18592851	0000002	4761944	6
0	18594174	0000002	3243941	6
0	18595536	0000002	0043673	6
0	18597230	0000002	4698581	6
0	18600226	0000002	2284637	6
0	81292168	0000002	2184507	4
0	82125145	0000002	2184507	4
1	55145157	0000002	2988528	4
1	67691391	0000002	2988528	4
1	68425719	0000002	3675718	6
1	68426479	0000002	2784548	6
1	68428561	0000002	0581144	6
1	68430674	0000002	2881331	6
1	68431987	0000002	4857641	6
1	68433251	0000002	3688911	6
1	68434750	0000002	2244432	6
1	68437241	0000002	4016365	6
1	68437823	0000002	4463264	6
1	68439037	0000002	2772070	6
1	68440277	0000002	1110791	6
1	68442128	0000002	0084884	5
1	68445034	0000002	4632872	6
1	68446065	0000002	1258864	6
1	68447560	0000002	1791647	6
1	68449048	0000002	0346441	6
1	68450926	0000002	2396298	6
1	68452280	0000002	3354866	6
1	68456629	0000002	5026418	6
1	68457222	0000002	4724676	6
1	68459084	0000002	1919975	6
1	68460478	0000002	2869535	6
1	68461764	0000002	0200060	6
1	68463965	0000002	4792695	6
1	68467497	0000002	1540292	6
1	68469373	0000002	3170880	6
1	68471607	0000002	5582948	6
1	68477756	0000002	1755995	6
1	68478729	0000002	3794913	6
1	68479851	0000002	4652392	6
1	68481015	0000002	1632467	6
1	70736776	0000002	0084884	4
1	72028963	0000002	0084884	4
1	72083424	0000002	0084884	4
1	74348266	0000002	2988528	4
1	83034819	0000002	2988528	4
2	73867425	0000002	2988528	4
3	09802870	0000002	2988528	4
3	13983177	0000002	4578538	6
3	13984780	0000002	1509390	6
3	13988926	0000002	2286806	5
3	13990168	0000002	0442842	6
3	13992050	0000002	0995402	6
3	13993765	0000002	1995585	6
3	13995093	0000002	1901434	6
3	13996510	0000002	2919725	6
3	13997173	0000002	1971390	6
3	14001042	0000002	2542253	5
3	72238574	0000002	2988528	4
1	51434168	0000003	5293615	3
1	51637173	0000003	1245102	3
1	51670254	0000003	2395910	3
1	51699984	0000003	0106180	3
1	51726752	0000003	3442827	3
1	51745411	0000003	0893027	3
1	51824387	0000003	4278139	3
2	57953143	0000003	3442827	3
2	58249437	0000003	3442827	3
2	58376174	0000003	0180638	3
2	58508830	0000003	0402438	3
2	58579772	0000003	0402438	3
2	58652014	0000003	2611699	3
2	58700559	0000003	0300398	3
2	58904754	0000003	3219262	3
2	58955916	0000003	4134321	3
2	59043057	0000003	4569168	3
2	59212330	0000003	0811461	3
2	59220733	0000003	0811461	3
9	60100000	0000003	3740977	2
9	60111000	0000003	0180638	2
9	60115000	0000003	5293615	2
9	60176489	0000003	0180638	3
9	60207273	0000003	4798786	3
9	60234526	0000003	5293615	3
9	60328075	0000003	5293615	4
9	60344727	0000003	5293615	4
9	60412416	0000003	0000003	3
9	60464000	0000003	0402438	2
9	60489619	0000003	1905881	3
9	60533900	0000003	1905881	4
9	60594947	0000003	1905881	4
9	60839035	0000003	0180638	4
9	60855128	0000003	0180638	4
6	34113235	0000004	3174880	5
6	34116535	0000004	1996418	5
6	80009475	0000004	4377198	5
6	80024874	0000004	4377198	4
6	80029584	0000004	3174880	4
7	19792908	0000004	3734789	4
7	67577130	0000004	3734789	3
9	66356851	0000004	3639575	5
9	66823732	0000004	3639575	4
9	67152260	0000004	1468779	5
9	67166349	0000004	3968197	5
9	67189839	0000004	3968197	4
9	67288071	0000004	3639575	4
6	33851464	0000005	2379940	4
6	33912679	0000005	4888847	4
6	34078860	0000005	3888801	4
6	34121643	0000005	1105111	4
6	36127533	0000005	3148757	3
6	36235659	0000005	3148757	4
6	36309546	0000005	4888847	4
6	36364918	0000005	5567617	3
6	36372143	0000005	5567617	5
6	36397032	0000005	1301621	5
6	36427341	0000005	4291145	3
6	36447601	0000005	4291145	5
6	36459908	0000005	0214433	6
6	36468801	0000005	3942722	5
6	36549085	0000005	5531441	3
6	36565807	0000005	5531441	5
0	51121827	0000008	0000008	3
0	51141437	0000008	3482151	3
0	51147111	0000008	3482151	6
0	51149457	0000008	0474602	3
0	51170310	0000008	0474602	3
0	51199061	0000008	0474602	6
0	51203621	0000008	2128967	3
0	51217171	0000008	2128967	6
0	51218728	0000008	2800532	6
0	51220471	0000008	1072937	6
0	51221899	0000008	3331467	6
0	51223858	0000008	0390180	6
0	59306462	0000008	2009165	3
0	60637930	0000008	2009165	3
0	60643305	0000008	2009165	5
0	60644759	0000008	3841588	3
0	60649518	0000008	3841588	6
0	60650335	0000008	0802831	6
0	60651195	0000008	1318019	6
0	60651961	0000008	0337366	6
0	60656052	0000008	5372883	6
0	60660768	0000008	3917253	6
0	60661599	0000008	4538430	6
0	60662370	0000008	0396956	6
0	60663100	0000008	0979812	6
0	60663672	0000008	1463715	6
0	60664285	0000008	2241587	6
0	60667273	0000008	0406135	6
0	60668151	0000008	3368125	6
0	61743534	0000008	4336856	5
0	64412612	0000008	4063362	5
0	64415539	0000008	5519636	6
0	64418078	0000008	1913722	6
0	64418910	0000008	2605624	6
0	64419860	0000008	1131241	6
0	64421299	0000008	1095543	6
0	64425494	0000008	1095543	3
0	76005321	0000008	2056847	6
0	82420033	0000008	2707631	6
0	82420786	0000008	5134760	6
7	12410134	0000009	4665191	3
7	12421736	0000009	0232848	3
7	12426798	0000009	1090446	3
7	12428351	0000009	1090446	5
7	12434883	0000009	5518320	3
7	12437011	0000009	5518320	5
7	12451625	0000009	1722123	3
7	12456355	0000009	1722123	5
7	12524027	0000009	3917998	3
7	12530239	0000009	3917998	6
7	12535539	0000009	3026243	5
0	19802446	0000010	1043040	4
0	19875260	0000010	2426571	4
0	19903401	0000010	2854322	4
0	19912207	0000010	5140528	4
0	19918290	0000010	1899268	4
0	19947207	0000010	1754423	4
0	19977267	0000010	2945670	4
0	19998433	0000010	0423803	4
0	20023708	0000010	4269706	4
0	20200780	0000010	0895471	4
0	20723809	0000010	0895471	4
0	21636373	0000010	4888285	4
0	21656271	0000010	2295518	6
0	21658047	0000010	1353739	6
0	21658937	0000010	3367995	6
0	21660456	0000010	5459386	6
0	21689649	0000010	4028082	6
0	21695653	0000010	1903425	5
0	21698377	0000010	1338366	6
0	21758176	0000010	0780721	6
0	21760292	0000010	1998509	6
0	21763103	0000010	1891142	6
0	21764854	0000010	5578191	5
0	21766046	0000010	1203558	6
0	21767632	0000010	4987597	5
0	21771840	0000010	0054129	6
0	23423965	0000010	4160429	4
0	23534026	0000010	4160429	4
0	24537376	0000010	4594740	4
0	25533372	0000010	1899268	4
0	25853646	0000010	1899268	4
0	25936229	0000010	1899268	4
0	26240615	0000010	1899268	4
0	26863614	0000010	1899268	4
0	27017861	0000010	5140528	4
0	28238278	0000010	1899268	4
0	28265091	0000010	2854322	4
0	28415412	0000010	2854322	4
0	28568165	0000010	1899268	4
0	28622062	0000010	2854322	4
0	28664934	0000010	1899268	4
0	29868241	0000010	1899268	4
0	30627607	0000010	5140528	4
0	33158143	0000010	5218882	5
0	33159724	0000010	4137751	6
0	33162013	0000010	0254742	6
0	33165114	0000010	2237892	6
0	33168088	0000010	3229612	6
0	49453418	0000010	4269706	4
0	49466623	0000010	2256806	5
0	49468504	0000010	2288223	6
0	49512226	0000010	4160429	4
0	49527654	0000010	1899268	4
0	49538309	0000010	5140528	4
0	49543422	0000010	1754423	4
0	49560506	0000010	4160429	4
0	49582612	0000010	0423803	4
0	49599653	0000010	0096292	6
0	49601485	0000010	1261189	5
0	49602916	0000010	4873199	5
0	49603808	0000010	0524485	6
0	49605025	0000010	3184648	6
0	49606306	0000010	4616575	6
0	49607332	0000010	1923857	5
0	49608375	0000010	2790354	6
0	49609540	0000010	4595422	5
0	49611641	0000010	2557348	5
0	49613273	0000010	1737081	5
0	49615111	0000010	0096292	6
0	49615959	0000010	1261189	5
0	49616957	0000010	4873199	5
0	49617707	0000010	0524485	6
0	49618819	0000010	3184648	6
0	49619733	0000010	4616575	6
0	49621357	0000010	0401931	5
0	49623691	0000010	0265270	5
0	49624618	0000010	1737081	5
0	49625566	0000010	1200095	5
0	49628702	0000010	3396912	5
0	49629656	0000010	1377534	6
0	49630827	0000010	4820300	5
0	49636157	0000010	1137320	5
